Date,Product_ID,Demand,Seasonality,Lead_Time_Days
2018-09-11,46,63.51311597,Summer,17
2022-05-30,37,40.73061107,Summer,9
2020-03-06,83,16.00041863,Fall,1
2021-05-27,86,75.20037184,Winter,29
2020-09-29,30,26.79656842,Winter,7
2019-12-04,100,22.17338444,Fall,10
2019-04-23,8,97.57505641,Summer,29
2022-02-15,67,22.97028235,Spring,1
2020-12-08,4,53.38991751,Fall,29
2022-09-04,53,54.72242285,Winter,19
2019-08-21,68,70.89106744,Spring,23
2019-01-13,22,15.03004002,Fall,4
2020-10-22,24,21.93750299,Fall,6
2018-04-06,53,28.86603521,Fall,13
2018-08-25,89,80.44990851,Spring,29
2018-03-09,45,50.88117412,Fall,24
2020-11-07,20,33.31191171,Summer,6
2022-10-25,91,63.68584274,Spring,20
2019-11-22,2,60.17145191,Spring,22
2021-03-11,60,21.74196428,Fall,10
2018-05-17,8,14.30637997,Fall,3
2022-03-19,2,69.56288974,Spring,27
2018-12-29,35,9.340133257,Winter,1
2020-03-12,84,69.70225892,Spring,25
2019-10-10,22,42.53328105,Spring,10
2019-01-26,40,24.15654012,Summer,3
2022-03-17,48,38.10667306,Winter,12
2021-08-20,20,72.65924795,Winter,28
2020-09-27,32,70.33821443,Summer,18
2019-01-06,78,53.75124231,Spring,16
2018-09-07,50,52.53286138,Summer,13
2018-12-05,68,80.78435485,Summer,22
2019-05-01,99,9.943894288,Fall,2
2021-03-14,29,25.17366359,Fall,11
2020-01-07,5,40.23137239,Summer,8
2020-10-25,100,65.18028774,Winter,23
2018-07-06,6,41.56686928,Fall,23
2020-04-16,100,19.39973672,Fall,7
2020-04-18,91,38.01903387,Spring,10
2019-09-07,76,64.38040578,Spring,24
2018-07-29,20,52.39240242,Winter,20
2018-10-06,59,11.54366932,Winter,4
2020-10-01,91,30.80195954,Fall,11
2022-03-01,78,25.21414119,Summer,2
2019-10-22,22,59.05123274,Summer,15
2022-08-15,4,57.26322939,Summer,14
2020-04-27,36,66.48059917,Spring,24
2022-07-12,5,80.75263449,Summer,23
2022-07-13,2,11.72694095,Winter,1
2021-04-08,52,45.0220596,Spring,13
2019-08-17,73,45.67129697,Winter,16
2018-06-14,94,35.27993592,Summer,8
2019-11-02,95,32.37035544,Winter,9
2021-10-19,81,72.58189742,Summer,20
2022-05-29,10,15.38944065,Fall,2
2019-09-05,64,39.95389966,Summer,8
2018-04-25,56,31.24611747,Spring,6
2020-06-20,84,15.72099111,Fall,3
2020-11-18,35,28.78881591,Spring,2
2022-10-23,56,27.37822698,Fall,13
2019-04-01,48,43.08205497,Spring,14
2022-10-27,76,63.68063405,Summer,16
2021-08-12,97,95.7129537,Summer,28
2019-10-26,6,73.66207594,Winter,27
2018-09-08,39,66.72523951,Summer,17
2019-06-22,23,24.73219822,Winter,8
2020-05-12,9,40.93181821,Summer,7
2020-07-02,8,37.48810505,Spring,9
2021-04-17,41,23.93651146,Fall,10
2019-06-15,71,35.96744821,Summer,7
2021-03-06,1,27.95022644,Fall,10
2018-07-19,33,80.10474303,Spring,28
2018-01-03,83,51.30600473,Fall,30
2020-07-17,63,28.6621173,Summer,6
2020-06-18,63,96.45956745,Summer,26
2019-03-21,7,16.78007913,Fall,2
2018-12-11,13,26.40643657,Fall,11
2021-02-10,96,44.45489581,Spring,14
2019-08-14,82,53.33026698,Fall,28
2021-07-01,40,86.48832867,Summer,24
2019-11-28,77,10.57547879,Fall,2
2021-10-05,73,24.36750074,Fall,11
2021-12-18,98,26.16241012,Fall,13
2019-06-02,72,55.01683525,Fall,28
2018-08-24,25,56.96294987,Spring,20
2020-11-02,19,23.91475295,Summer,3
2020-11-13,51,33.30019499,Winter,12
2020-11-03,15,8.795173334,Winter,1
2018-11-07,27,74.9893375,Spring,25
2022-05-02,75,27.83606415,Fall,13
2019-10-18,38,17.18870225,Fall,5
2022-05-12,61,14.24555384,Fall,3
2019-04-11,63,20.46950312,Winter,8
2022-10-13,37,76.33640721,Summer,19
2021-03-08,81,13.03614809,Fall,5
2020-11-17,81,56.45780675,Fall,29
2021-10-07,43,35.95002509,Summer,7
2020-02-09,23,10.66788109,Winter,4
2021-05-02,26,24.05073818,Summer,2
2022-09-11,31,55.55066877,Winter,20
2022-11-13,86,70.59021673,Winter,25
2020-04-23,89,74.56542553,Winter,29
2019-03-13,48,93.81510431,Summer,26
2018-12-13,36,65.31252907,Winter,24
2021-11-28,1,40.41621474,Fall,21
2021-01-30,66,20.6060639,Winter,7
2021-02-26,43,71.93267246,Summer,19
2018-01-08,48,42.68144443,Spring,10
2018-12-14,65,67.61795202,Winter,24
2018-06-15,18,69.61741678,Summer,18
2022-02-16,66,41.97923878,Spring,12
2019-12-20,43,43.17558141,Fall,21
2021-02-28,17,41.03986794,Spring,9
2020-12-07,20,66.40912735,Winter,25
2018-09-27,70,76.77096392,Winter,29
2019-11-04,6,15.05918169,Winter,6
2019-06-27,74,46.89837839,Winter,15
2018-10-30,39,77.20253849,Winter,30
2018-09-01,92,51.79244329,Summer,11
2020-02-23,44,58.61946791,Spring,19
2018-09-02,43,37.30232888,Summer,6
2019-12-09,67,3.134130313,Winter,1
2021-02-04,40,41.65022251,Spring,13
2018-10-03,89,59.99723717,Summer,14
2020-11-23,91,34.95203326,Spring,7
2020-04-05,7,79.2340123,Summer,23
2019-05-31,85,67.94597839,Winter,27
2020-06-25,17,36.31031411,Summer,8
2020-01-10,25,71.12431936,Winter,25
2018-09-27,76,59.65349919,Spring,19
2020-04-18,73,35.568278,Spring,10
2022-04-08,24,45.57466666,Summer,10
2021-08-13,94,52.03724544,Winter,18
2021-08-14,69,22.33163288,Summer,3
2018-06-29,20,32.16105789,Fall,18
2018-06-27,57,59.72668222,Winter,23
2022-02-25,64,63.95928166,Winter,23
2019-09-14,72,78.03376558,Summer,21
2019-03-03,15,45.26358861,Fall,25
2021-10-19,64,32.19525103,Fall,18
2018-08-02,60,30.78516616,Summer,5
2019-01-01,8,51.58633995,Summer,11
2021-02-08,26,49.29661965,Spring,17
2022-06-09,83,45.2096801,Fall,26
2018-06-05,35,20.71483393,Summer,2
2020-09-17,65,36.78204985,Spring,6
2019-07-29,95,34.28376323,Winter,10
2020-05-19,52,46.57030442,Winter,16
2019-08-24,21,43.60539486,Spring,14
2022-07-12,100,81.48815203,Spring,30
2020-09-07,52,66.5197281,Summer,16
2020-04-19,91,64.13872075,Summer,18
2020-03-13,64,31.80452438,Winter,10
2018-09-22,55,34.34307954,Spring,7
2021-10-26,88,46.76720365,Fall,26
2022-06-15,6,48.43418093,Spring,14
2020-10-14,23,22.04301576,Fall,6
2022-05-30,85,25.22497879,Summer,3
2021-09-19,25,70.18006938,Winter,28
2022-02-12,46,44.43108506,Winter,14
2021-11-12,83,21.0367089,Fall,9
2018-12-20,40,22.52808737,Spring,1
2020-02-05,65,65.39693416,Summer,18
2020-01-10,71,44.42252043,Fall,25
2021-09-04,74,79.50131407,Summer,22
2022-07-07,44,66.09368572,Winter,26
2022-04-14,13,57.85507828,Winter,20
2018-06-28,20,66.09494741,Winter,23
2021-12-18,41,70.37574446,Spring,24
2022-09-07,1,34.9235382,Summer,5
2020-10-19,1,30.68816938,Fall,17
2019-09-17,56,77.55047362,Spring,29
2018-01-10,3,105.1217984,Summer,29
2020-03-15,77,99.91540794,Summer,27
2020-02-14,47,73.73123239,Spring,27
2022-06-21,23,53.26754533,Spring,16
2020-04-15,54,39.61555334,Winter,15
2020-05-08,4,62.3589887,Summer,15
2018-09-19,1,27.88258608,Fall,9
2020-03-27,85,98.36574136,Summer,27
2020-03-30,59,44.43653479,Summer,10
2020-11-26,32,34.08288504,Summer,8
2020-09-29,18,63.3386115,Winter,23
2020-10-31,18,88.89044522,Summer,23
2021-11-19,97,75.11336026,Spring,29
2020-02-04,81,41.06015633,Summer,9
2020-02-13,72,42.16423247,Fall,20
2022-05-20,20,54.37154052,Fall,28
2022-03-06,92,75.13064204,Spring,27
2020-07-02,78,47.25173261,Fall,28
2018-08-16,3,26.30445344,Fall,12
2021-03-03,32,67.11838967,Summer,19
2018-08-12,55,36.40400852,Fall,20
2022-05-12,94,35.41878173,Winter,12
2019-07-08,86,87.78713317,Summer,23
2021-01-09,56,69.10809502,Spring,27
2020-06-30,56,70.1956781,Spring,25
2019-01-10,84,23.1227856,Fall,6
2018-03-11,37,51.75823591,Spring,18
2019-02-28,16,40.0738098,Winter,13
2020-02-26,20,61.84679389,Spring,22
2022-05-08,82,67.91568523,Spring,26
2018-02-01,18,38.42339813,Fall,20
2021-06-29,66,50.70850223,Summer,11
2021-11-08,8,69.84439342,Winter,26
2020-12-21,30,62.65230066,Summer,15
2018-06-28,7,33.00861248,Spring,6
2020-02-27,61,63.89441175,Winter,25
2019-06-11,22,40.57191051,Spring,12
2019-05-30,56,32.6966184,Fall,18
2018-10-25,18,99.64659631,Summer,29
2021-06-22,4,35.79189575,Spring,10
2018-10-03,85,43.00215887,Fall,22
2019-12-04,71,75.57392172,Spring,29
2021-02-19,64,99.81400727,Summer,27
2019-10-05,54,54.59641724,Summer,13
2018-05-29,96,86.04218352,Summer,23
2022-11-26,76,68.43303151,Summer,17
2022-01-29,45,38.24855043,Spring,7
2018-06-02,39,59.05187428,Winter,23
2020-09-02,75,15.19867393,Fall,4
2020-11-05,57,16.50388559,Fall,4
2019-05-21,13,78.1027822,Winter,28
2019-12-22,62,63.34829968,Summer,15
2018-04-25,86,77.52083769,Winter,28
2018-06-18,32,71.86398009,Spring,24
2019-05-25,38,81.28814826,Winter,30
2022-07-15,98,16.0432258,Summer,1
2019-06-12,45,47.14086752,Summer,11
2019-02-19,71,18.12469149,Spring,1
2019-01-18,90,44.45227439,Spring,11
2020-06-17,70,20.62113466,Summer,1
2021-12-01,90,62.03818449,Winter,23
2020-04-22,81,75.29870898,Spring,29
2021-11-13,71,27.95429639,Spring,4
2018-04-11,61,24.52185175,Summer,2
2018-02-03,57,22.60066168,Summer,4
2018-10-15,39,66.98871496,Winter,23
2021-07-31,99,4.661224583,Winter,1
2020-12-29,71,22.31953771,Spring,3
2019-10-31,66,87.39163323,Summer,24
2019-09-17,56,25.80940301,Summer,2
2022-06-05,22,51.21046566,Fall,25
2022-11-06,100,80.16829884,Summer,22
2018-11-28,36,31.05169541,Winter,10
2018-12-24,29,48.04176285,Fall,27
2021-06-29,81,21.28814646,Fall,10
2019-10-16,13,38.29088505,Fall,19
2020-01-03,64,5.926202497,Winter,2
2019-02-01,4,30.89354518,Spring,4
2022-02-05,100,26.12481659,Fall,10
2020-03-02,94,49.26659914,Spring,14
2020-06-11,43,18.10553036,Winter,4
2021-08-19,48,76.3154481,Winter,27
2021-07-20,31,67.486386,Spring,23
2021-12-17,86,35.14140286,Summer,6
2021-02-11,94,17.05742731,Fall,6
2018-06-10,16,31.34487261,Fall,12
2019-09-07,79,77.25173374,Winter,27
2022-05-07,61,54.79761227,Fall,28
2022-07-18,91,31.26285112,Winter,11
2018-04-29,67,27.14630907,Fall,11
2022-08-08,52,8.066369126,Fall,2
2018-04-18,12,51.47396425,Summer,12
2022-01-17,59,50.36892626,Spring,13
2018-03-16,35,65.17785557,Summer,18
2019-12-30,40,17.7861613,Fall,5
2022-03-08,79,67.8021525,Winter,26
2020-07-02,84,48.18761271,Spring,15
2022-01-12,27,63.171992,Winter,25
2020-11-26,10,23.05924589,Spring,2
2021-07-19,91,21.87155281,Summer,1
2018-08-31,56,102.6524531,Summer,30
2021-12-31,36,103.42171,Summer,29
2018-06-06,27,62.1951611,Winter,22
2022-08-24,59,42.42823339,Winter,16
2021-10-23,98,47.42383754,Fall,23
2021-05-07,73,17.31722582,Winter,6
2021-11-29,80,84.05045753,Spring,30
2019-01-03,39,15.80820931,Fall,1
2022-04-26,1,70.34419504,Winter,27
2022-02-10,22,56.06339122,Fall,29
2021-03-30,31,33.3551469,Spring,8
2018-01-19,29,32.92647649,Summer,7
2019-09-26,55,51.48409808,Winter,18
2018-08-01,68,12.46752219,Fall,3
2020-09-10,34,28.55275243,Fall,15
2019-03-04,81,82.44084783,Summer,22
2018-02-06,51,55.14715034,Spring,19
2021-01-15,97,39.69019319,Summer,7
2021-04-25,64,63.9016733,Spring,23
2018-05-28,93,99.7315777,Summer,27
2021-01-01,84,11.2304696,Winter,3
2021-04-27,49,19.44805093,Summer,2
2022-10-25,97,38.06949637,Fall,22
2018-03-28,38,40.89056647,Summer,10
2020-09-20,12,24.34515429,Fall,11
2020-04-01,16,49.03239314,Winter,16
2019-02-15,70,49.6990944,Summer,13
2022-06-22,1,53.13118722,Fall,27
2022-08-28,11,59.16105318,Spring,22
2022-02-13,46,26.82855889,Fall,14
2019-03-30,25,70.9321799,Spring,23
2018-09-06,88,42.61822895,Summer,9
2018-04-18,90,70.71389728,Spring,27
2018-09-13,28,53.13345066,Summer,14
2019-09-24,55,67.67680026,Winter,26
2018-09-30,1,50.67243915,Winter,20
2021-11-14,70,81.75093722,Summer,21
2019-10-14,62,66.84798903,Summer,18
2020-06-21,71,14.40430472,Fall,5
2019-01-23,4,50.29201245,Summer,13
2021-09-20,93,72.02246761,Spring,24
2020-05-12,81,50.69468351,Winter,18
2020-08-08,18,16.15650608,Summer,1
2019-10-10,20,45.24880602,Fall,22
2018-08-18,64,97.2268456,Summer,26
2019-12-29,31,95.47392915,Summer,26
2022-10-02,77,23.70160159,Winter,7
2021-07-16,38,26.7439839,Summer,3
2019-10-24,92,29.2411295,Fall,16
2020-05-27,30,59.63383111,Winter,20
2020-02-06,61,58.32990072,Winter,23
2018-09-04,82,38.44779615,Spring,8
2021-05-28,41,54.8083843,Fall,28
2018-11-13,91,56.16651696,Winter,19
2022-01-08,13,65.88473945,Winter,26
2021-04-07,32,60.10277066,Winter,22
2021-04-13,84,57.54993389,Summer,13
2019-01-18,24,71.24687362,Spring,27
2018-11-09,49,67.59383862,Winter,24
2022-02-08,97,47.66301838,Winter,18
2019-02-12,23,37.69106866,Winter,13
2018-02-09,80,30.81252113,Winter,11
2019-12-18,5,33.8527768,Fall,18
2020-12-09,26,56.06445775,Winter,20
2021-11-23,29,63.58385558,Winter,25
2021-11-26,67,3.464980319,Winter,1
2020-06-26,39,52.78917684,Spring,15
2020-02-28,58,38.18667955,Winter,12
2018-01-03,44,34.84234809,Fall,16
2020-06-11,14,56.09159522,Summer,13
2021-11-07,42,52.40539462,Summer,14
2020-09-17,76,7.898018176,Fall,1
2022-09-09,15,36.97024462,Fall,16
2021-07-04,5,52.25336417,Summer,14
2021-05-09,32,21.64676222,Fall,5
2018-06-29,24,13.60398604,Winter,3
